user_id,question_id,domain,subdomain,attempt_number,time_taken,answer,marked_for_review,correctness_rate,confidence_level,label
1,129,DBMS,Backup & Recovery,1,118,0,1,0.5714285714285714,1,1
1,129,DBMS,Backup & Recovery,2,31,1,0,0.5789473684210527,5,0
1,130,DBMS,Normalization,1,52,0,1,0.5689655172413793,1,1
1,130,DBMS,Normalization,2,85,0,1,0.559322033898305,1,1
1,130,DBMS,Normalization,3,97,1,0,0.5666666666666667,4,1
1,131,Data Structures,Sorting,1,38,0,0,0.5573770491803278,2,1
1,131,Data Structures,Sorting,2,74,0,0,0.5483870967741935,1,1
1,131,Data Structures,Sorting,3,58,0,1,0.5396825396825397,1,1
1,132,DBMS,Stored Procedures,1,86,0,0,0.53125,1,1
1,133,Data Structures,Sorting,1,76,1,1,0.5384615384615384,4,0
1,134,DBMS,Keys,1,61,1,1,0.5454545454545454,4,0
1,135,DBMS,Database Models,1,65,0,0,0.5373134328358209,1,1
1,135,DBMS,Database Models,2,96,1,0,0.5441176470588235,5,0
1,136,Data Structures,Sorting,1,64,1,1,0.5507246376811594,4,0
1,136,Data Structures,Sorting,2,60,1,1,0.5571428571428572,4,0
1,137,Data Structures,Heap,1,114,0,0,0.5492957746478874,1,1
1,137,Data Structures,Heap,2,115,0,1,0.5416666666666666,1,1
1,138,Data Structures,Algorithms,1,37,1,0,0.547945205479452,5,0
1,139,DBMS,Normalization,1,70,1,1,0.5540540540540541,4,0
1,139,DBMS,Normalization,2,85,1,0,0.56,5,0
1,140,Data Structures,Heap,1,107,0,0,0.5526315789473685,1,1
1,141,DBMS,SQL Functions,1,63,1,1,0.5584415584415584,4,0
1,141,DBMS,SQL Functions,2,96,1,1,0.5641025641025641,4,0
1,141,DBMS,SQL Functions,3,109,0,1,0.5569620253164557,1,1
1,142,Data Structures,Linked List,1,47,0,0,0.55,2,1
1,142,Data Structures,Linked List,2,61,0,1,0.5432098765432098,1,1
1,143,DBMS,Normalization,1,76,1,0,0.5487804878048781,5,0
1,143,DBMS,Normalization,2,62,0,0,0.5421686746987951,1,1
1,144,DBMS,Database Design,1,30,0,1,0.5357142857142857,1,1
1,145,DBMS,Transactions,1,85,1,1,0.5411764705882353,4,0
1,146,Data Structures,Array,1,85,1,0,0.5465116279069767,5,0
1,146,Data Structures,Array,2,52,1,0,0.5517241379310345,5,0
1,146,Data Structures,Array,3,86,1,1,0.5568181818181818,3,1
1,147,Data Structures,Searching,1,90,0,1,0.550561797752809,1,1
1,147,Data Structures,Searching,2,89,1,1,0.5555555555555556,4,0
1,147,Data Structures,Searching,3,91,1,0,0.5604395604395604,4,1
1,148,DBMS,Joins,1,56,0,0,0.5543478260869565,2,1
1,148,DBMS,Joins,2,84,1,0,0.5591397849462365,5,0
1,148,DBMS,Joins,3,81,1,1,0.5638297872340425,3,1
1,149,Data Structures,Sorting,1,75,0,0,0.5578947368421052,1,1
1,150,DBMS,Stored Procedures,1,59,0,0,0.5520833333333334,2,1
1,150,DBMS,Stored Procedures,2,112,0,1,0.5463917525773195,1,1
1,151,DBMS,Security,1,102,1,1,0.5510204081632653,4,0
1,152,Data Structures,Heap,1,97,0,1,0.5454545454545454,1,1
1,152,Data Structures,Heap,2,39,1,0,0.55,5,0
1,152,Data Structures,Heap,3,76,1,0,0.5544554455445545,4,1
1,153,Data Structures,Tree,1,99,1,0,0.5588235294117647,5,0
1,153,Data Structures,Tree,2,81,1,1,0.5631067961165048,4,0
1,153,Data Structures,Tree,3,56,1,1,0.5673076923076923,4,1
1,154,DBMS,Backup & Recovery,1,53,1,0,0.5714285714285714,5,0
1,154,DBMS,Backup & Recovery,2,99,1,0,0.5754716981132075,5,0
1,154,DBMS,Backup & Recovery,3,102,1,1,0.5794392523364486,3,1
1,155,Data Structures,Algorithms,1,108,1,0,0.5833333333333334,5,0
1,155,Data Structures,Algorithms,2,77,1,0,0.5871559633027523,5,0
1,155,Data Structures,Algorithms,3,61,0,0,0.5818181818181818,1,1
1,156,DBMS,Transactions,1,74,1,1,0.5855855855855856,4,0
1,156,DBMS,Transactions,2,87,1,1,0.5892857142857143,4,0
1,156,DBMS,Transactions,3,105,1,1,0.5929203539823009,3,1
1,157,DBMS,Database Design,1,108,0,1,0.5877192982456141,1,1
1,157,DBMS,Database Design,2,83,0,1,0.5826086956521739,1,1
1,158,DBMS,Joins,1,59,1,0,0.5862068965517241,5,0
1,159,Data Structures,Searching,1,65,0,0,0.5811965811965812,1,1
1,159,Data Structures,Searching,2,85,0,0,0.576271186440678,1,1
1,159,Data Structures,Searching,3,77,1,0,0.5798319327731093,4,1
1,160,Data Structures,Stack,1,57,0,1,0.575,1,1
1,161,DBMS,Joins,1,73,1,1,0.5785123966942148,4,0
1,162,DBMS,Transactions,1,79,1,0,0.5819672131147541,5,0
1,163,DBMS,SQL Functions,1,56,0,0,0.5772357723577236,2,1
1,163,DBMS,SQL Functions,2,44,1,0,0.5806451612903226,5,0
1,163,DBMS,SQL Functions,3,44,1,1,0.584,4,1
1,164,DBMS,Database Models,1,53,1,1,0.5873015873015873,5,0
1,165,DBMS,Database Design,1,112,1,0,0.5905511811023622,5,0
1,165,DBMS,Database Design,2,117,1,0,0.59375,5,0
1,166,Data Structures,Hashing,1,90,1,1,0.5968992248062015,4,0
1,167,Data Structures,Heap,1,84,0,0,0.5923076923076923,1,1
1,167,Data Structures,Heap,2,41,1,0,0.5954198473282443,5,0
1,168,Data Structures,Searching,1,72,0,0,0.5909090909090909,1,1
1,168,Data Structures,Searching,2,69,0,1,0.5864661654135338,1,1
1,168,Data Structures,Searching,3,94,1,0,0.5895522388059702,4,1
1,169,Data Structures,Heap,1,111,1,1,0.5925925925925926,4,0
1,169,Data Structures,Heap,2,55,1,0,0.5955882352941176,5,0
1,170,DBMS,Joins,1,49,1,1,0.5985401459854015,5,0
1,171,Data Structures,Algorithm,1,112,0,0,0.5942028985507246,1,1
1,171,Data Structures,Algorithm,2,42,0,1,0.5899280575539568,1,1
1,171,Data Structures,Algorithm,3,46,1,0,0.5928571428571429,5,1
1,172,DBMS,Backup & Recovery,1,44,0,0,0.5886524822695035,2,1
1,173,Data Structures,Tree,1,98,0,1,0.5845070422535211,1,1
1,173,Data Structures,Tree,2,69,0,1,0.5804195804195804,1,1
1,174,DBMS,Joins,1,43,0,0,0.5763888888888888,2,1
1,174,DBMS,Joins,2,89,1,1,0.5793103448275863,4,0
1,174,DBMS,Joins,3,106,1,0,0.5821917808219178,4,1
1,175,DBMS,Keys,1,91,0,0,0.5782312925170068,1,1
1,175,DBMS,Keys,2,79,1,0,0.581081081081081,5,0
1,176,Data Structures,Tree,1,43,1,1,0.5838926174496645,5,0
1,177,DBMS,SQL Basics,1,38,0,0,0.58,2,1
1,177,DBMS,SQL Basics,2,69,0,0,0.5761589403973509,1,1
1,177,DBMS,SQL Basics,3,59,1,0,0.5789473684210527,5,1
1,178,DBMS,Normalization,1,54,0,1,0.5751633986928104,1,1
1,178,DBMS,Normalization,2,97,1,1,0.577922077922078,4,0
1,178,DBMS,Normalization,3,109,0,0,0.5741935483870968,1,1
1,179,Data Structures,Graph,1,82,0,1,0.5705128205128205,1,1
1,179,Data Structures,Graph,2,38,0,0,0.5668789808917197,1,1
1,180,DBMS,Security,1,53,0,0,0.5632911392405063,2,1
1,180,DBMS,Security,2,58,1,1,0.5660377358490566,5,0
1,180,DBMS,Security,3,63,1,1,0.56875,3,1
1,181,DBMS,Transactions,1,40,0,1,0.5652173913043478,1,1
1,181,DBMS,Transactions,2,106,0,0,0.5617283950617284,1,1
1,181,DBMS,Transactions,3,90,1,1,0.5644171779141104,3,1
1,182,DBMS,Views,1,101,0,0,0.5609756097560976,1,1
1,182,DBMS,Views,2,92,0,1,0.5575757575757576,1,1
1,182,DBMS,Views,3,62,0,0,0.5542168674698795,1,1
1,183,DBMS,Keys,1,37,1,1,0.5568862275449101,5,0
1,184,Data Structures,Sorting,1,103,1,0,0.5595238095238095,5,0
1,184,Data Structures,Sorting,2,66,1,0,0.5621301775147929,5,0
1,185,Data Structures,Searching,1,87,0,1,0.5588235294117647,1,1
1,185,Data Structures,Searching,2,64,1,0,0.5614035087719298,5,0
1,186,Data Structures,Sorting,1,48,1,1,0.563953488372093,5,0
1,186,Data Structures,Sorting,2,95,1,1,0.5664739884393064,4,0
1,187,Data Structures,Hashing,1,114,0,1,0.5632183908045977,1,1
1,187,Data Structures,Hashing,2,93,0,1,0.56,1,1
1,187,Data Structures,Hashing,3,107,0,1,0.5568181818181818,1,1
1,188,Data Structures,Searching,1,39,0,1,0.5536723163841808,1,1
1,188,Data Structures,Searching,2,63,1,0,0.5561797752808989,5,0
1,189,Data Structures,Graph,1,63,1,0,0.5586592178770949,5,0
1,190,DBMS,Indexing,1,53,0,0,0.5555555555555556,2,1
1,190,DBMS,Indexing,2,78,0,1,0.5524861878453039,1,1
1,191,Data Structures,Searching,1,116,0,1,0.5494505494505495,1,1
1,191,Data Structures,Searching,2,45,1,1,0.5519125683060109,5,0
1,191,Data Structures,Searching,3,43,1,0,0.5543478260869565,5,1
1,192,Data Structures,Sorting,1,113,0,1,0.5513513513513514,1,1
1,192,Data Structures,Sorting,2,93,1,0,0.553763440860215,5,0
1,193,DBMS,Joins,1,116,1,0,0.5561497326203209,5,0
1,193,DBMS,Joins,2,61,1,1,0.5585106382978723,4,0
1,194,DBMS,Indexing,1,36,0,1,0.5555555555555556,1,1
1,194,DBMS,Indexing,2,40,1,1,0.5578947368421052,5,0
1,195,Data Structures,Algorithms,1,43,1,0,0.5602094240837696,5,0
1,196,DBMS,Views,1,77,0,1,0.5572916666666666,1,1
1,197,DBMS,SQL Functions,1,95,0,1,0.5544041450777202,1,1
1,198,DBMS,Keys,1,43,0,1,0.5515463917525774,1,1
1,199,DBMS,Normalization,1,115,0,1,0.5487179487179488,1,1
1,200,DBMS,Normalization,1,66,0,1,0.5459183673469388,1,1
1,200,DBMS,Normalization,2,61,1,1,0.5482233502538071,4,0
1,200,DBMS,Normalization,3,35,1,1,0.5505050505050505,4,1
1,201,Data Structures,Linked List,1,96,1,1,0.5527638190954773,4,0
1,202,Data Structures,Stack,1,54,0,1,0.55,1,1
1,203,DBMS,SQL Basics,1,105,1,0,0.5522388059701493,5,0
1,203,DBMS,SQL Basics,2,49,0,0,0.5495049504950495,1,1
1,204,Data Structures,Algorithms,1,102,0,0,0.5467980295566502,1,1
1,205,Data Structures,Algorithm,1,86,1,1,0.5490196078431373,4,0
1,205,Data Structures,Algorithm,2,47,0,0,0.5463414634146342,1,1
1,206,Data Structures,Algorithms,1,33,0,1,0.5436893203883495,1,1
1,207,Data Structures,Linked List,1,57,1,1,0.5458937198067633,5,0
1,207,Data Structures,Linked List,2,76,1,0,0.5480769230769231,5,0
1,208,Data Structures,Queue,1,87,1,1,0.5502392344497608,4,0
1,208,Data Structures,Queue,2,80,1,0,0.5523809523809524,5,0
1,208,Data Structures,Queue,3,117,0,1,0.5497630331753555,1,1
1,209,Data Structures,Graph,1,57,1,0,0.5518867924528302,5,0
1,209,Data Structures,Graph,2,100,0,0,0.5492957746478874,1,1
1,209,Data Structures,Graph,3,32,1,1,0.5514018691588785,4,1
1,210,DBMS,Views,1,71,1,1,0.5534883720930233,4,0
1,210,DBMS,Views,2,109,0,0,0.5509259259259259,1,1
1,211,Data Structures,Algorithm,1,48,1,1,0.5529953917050692,5,0
1,212,Data Structures,Tree,1,67,0,1,0.5504587155963303,1,1
1,213,Data Structures,Tree,1,90,0,0,0.547945205479452,1,1
1,213,Data Structures,Tree,2,100,1,0,0.55,5,0
1,214,Data Structures,Graph,1,75,0,1,0.5475113122171946,1,1
1,214,Data Structures,Graph,2,77,1,0,0.5495495495495496,5,0
1,214,Data Structures,Graph,3,49,0,1,0.547085201793722,1,1
1,215,Data Structures,Stack,1,61,1,1,0.5491071428571429,4,0
1,215,Data Structures,Stack,2,73,1,0,0.5511111111111111,5,0
1,216,DBMS,Database Models,1,115,1,0,0.5530973451327433,5,0
1,216,DBMS,Database Models,2,56,0,1,0.5506607929515418,1,1
1,217,Data Structures,Searching,1,101,1,1,0.5526315789473685,4,0
1,217,Data Structures,Searching,2,80,1,1,0.5545851528384279,4,0
1,218,Data Structures,Sorting,1,101,1,1,0.5565217391304348,4,0
1,218,Data Structures,Sorting,2,46,1,0,0.5584415584415584,5,0
1,219,DBMS,Views,1,114,1,1,0.5603448275862069,4,0
1,219,DBMS,Views,2,49,1,0,0.5622317596566524,5,0
1,220,DBMS,Security,1,43,0,1,0.5598290598290598,1,1
1,220,DBMS,Security,2,110,1,1,0.5617021276595745,4,0
1,221,Data Structures,Array,1,80,0,0,0.559322033898305,1,1
1,222,Data Structures,Tree,1,106,1,0,0.5611814345991561,5,0
1,223,Data Structures,Array,1,53,1,1,0.5630252100840336,5,0
1,224,Data Structures,Heap,1,58,0,1,0.5606694560669456,1,1
1,225,DBMS,SQL Basics,1,33,0,0,0.5583333333333333,2,1
1,225,DBMS,SQL Basics,2,52,0,0,0.5560165975103735,1,1
1,226,Data Structures,Heap,1,93,0,1,0.5537190082644629,1,1
1,226,Data Structures,Heap,2,85,0,1,0.551440329218107,1,1
1,226,Data Structures,Heap,3,43,0,1,0.5491803278688525,1,1
1,227,DBMS,Database Design,1,57,1,0,0.5510204081632653,5,0
1,227,DBMS,Database Design,2,108,0,1,0.5487804878048781,1,1
1,227,DBMS,Database Design,3,33,0,1,0.5465587044534413,1,1
1,228,Data Structures,Graph,1,119,0,0,0.5443548387096774,1,1
1,229,DBMS,Views,1,105,1,0,0.5461847389558233,5,0
1,230,Data Structures,Stack,1,103,1,0,0.548,5,0
1,230,Data Structures,Stack,2,42,0,1,0.545816733067729,1,1
1,230,Data Structures,Stack,3,36,0,0,0.5436507936507936,1,1
1,231,Data Structures,Algorithm,1,55,0,0,0.541501976284585,2,1
1,231,Data Structures,Algorithm,2,102,0,1,0.5393700787401575,1,1
1,232,DBMS,Normalization,1,39,0,1,0.5372549019607843,1,1
1,232,DBMS,Normalization,2,56,0,1,0.53515625,1,1
1,233,DBMS,SQL Functions,1,62,1,0,0.5369649805447471,5,0
1,233,DBMS,SQL Functions,2,80,0,1,0.5348837209302325,1,1
1,233,DBMS,SQL Functions,3,100,1,0,0.5366795366795367,4,1
1,234,Data Structures,Graph,1,61,1,0,0.5384615384615384,5,0
1,234,Data Structures,Graph,2,39,1,1,0.5402298850574713,5,0
1,235,Data Structures,Hashing,1,86,0,1,0.5381679389312977,1,1
1,235,Data Structures,Hashing,2,43,1,0,0.5399239543726235,5,0
1,236,DBMS,Joins,1,108,0,0,0.5378787878787878,1,1
1,236,DBMS,Joins,2,38,1,0,0.539622641509434,5,0
1,237,Data Structures,Algorithm,1,93,1,0,0.5413533834586466,5,0
1,237,Data Structures,Algorithm,2,50,0,0,0.5393258426966292,1,1
1,238,DBMS,Security,1,104,1,1,0.5410447761194029,4,0
1,238,DBMS,Security,2,40,0,0,0.5390334572490706,1,1
1,238,DBMS,Security,3,91,0,1,0.5370370370370371,1,1
1,239,DBMS,SQL Constraints,1,42,0,0,0.5350553505535055,2,1
1,239,DBMS,SQL Constraints,2,101,0,0,0.5330882352941176,1,1
1,239,DBMS,SQL Constraints,3,36,1,0,0.5347985347985348,5,1
1,240,DBMS,SQL Constraints,1,47,0,0,0.5328467153284672,2,1
1,240,DBMS,SQL Constraints,2,51,0,0,0.5309090909090909,1,1
1,240,DBMS,SQL Constraints,3,39,1,1,0.532608695652174,4,1
1,241,Data Structures,Searching,1,56,1,1,0.5342960288808665,5,0
1,241,Data Structures,Searching,2,115,1,1,0.5359712230215827,4,0
1,241,Data Structures,Searching,3,95,1,1,0.5376344086021505,3,1
1,242,DBMS,Security,1,105,1,0,0.5392857142857143,5,0
1,243,DBMS,SQL Functions,1,44,0,1,0.5373665480427047,1,1
1,243,DBMS,SQL Functions,2,85,1,0,0.5390070921985816,5,0
1,243,DBMS,SQL Functions,3,99,0,1,0.5371024734982333,1,1
1,244,Data Structures,Tree,1,32,0,0,0.5352112676056338,2,1
1,244,Data Structures,Tree,2,60,0,0,0.5333333333333333,1,1
1,245,Data Structures,Graph,1,34,0,1,0.5314685314685315,1,1
1,245,Data Structures,Graph,2,88,0,0,0.5296167247386759,1,1
1,246,Data Structures,Array,1,110,0,0,0.5277777777777778,1,1
1,246,Data Structures,Array,2,40,0,0,0.5259515570934256,1,1
1,247,Data Structures,Stack,1,88,1,0,0.5275862068965518,5,0
1,247,Data Structures,Stack,2,98,0,0,0.5257731958762887,1,1
1,248,DBMS,Indexing,1,38,1,0,0.5273972602739726,5,0
1,248,DBMS,Indexing,2,81,1,1,0.5290102389078498,4,0
1,248,DBMS,Indexing,3,97,0,1,0.5272108843537415,1,1
1,249,Data Structures,Graph,1,58,0,1,0.5254237288135594,1,1
1,250,DBMS,Security,1,64,0,1,0.5236486486486487,1,1
1,250,DBMS,Security,2,110,1,0,0.5252525252525253,5,0
1,250,DBMS,Security,3,85,0,0,0.5234899328859061,1,1
1,251,Data Structures,Algorithm,1,101,0,1,0.5217391304347826,1,1
1,252,DBMS,Views,1,83,0,0,0.52,1,1
1,252,DBMS,Views,2,82,0,1,0.5182724252491694,1,1
1,253,Data Structures,Heap,1,84,1,0,0.5198675496688742,5,0
1,253,Data Structures,Heap,2,63,0,1,0.5181518151815182,1,1
1,254,DBMS,Normalization,1,108,1,0,0.5197368421052632,5,0
1,254,DBMS,Normalization,2,34,1,1,0.521311475409836,5,0
1,255,DBMS,SQL Basics,1,35,0,1,0.5196078431372549,1,1
1,255,DBMS,SQL Basics,2,80,0,0,0.5179153094462541,1,1
1,256,Data Structures,Queue,1,62,0,0,0.5162337662337663,1,1
1,257,Data Structures,Stack,1,115,1,0,0.517799352750809,5,0
1,257,Data Structures,Stack,2,45,1,1,0.5193548387096775,5,0
1,257,Data Structures,Stack,3,48,1,1,0.5209003215434084,4,1
1,258,DBMS,Joins,1,104,0,0,0.5192307692307693,1,1
1,258,DBMS,Joins,2,69,1,0,0.5207667731629393,5,0
1,258,DBMS,Joins,3,79,1,1,0.5222929936305732,3,1
1,259,Data Structures,Heap,1,36,1,0,0.5238095238095238,5,0
1,260,DBMS,Stored Procedures,1,110,0,1,0.5221518987341772,1,1
1,260,DBMS,Stored Procedures,2,56,0,1,0.5205047318611987,1,1
1,261,DBMS,Keys,1,96,0,0,0.5188679245283019,1,1
1,261,DBMS,Keys,2,86,0,1,0.5172413793103449,1,1
1,262,DBMS,Stored Procedures,1,48,1,0,0.51875,5,0
1,262,DBMS,Stored Procedures,2,64,0,0,0.5171339563862928,1,1
1,263,Data Structures,Sorting,1,96,1,1,0.5186335403726708,4,0
1,263,Data Structures,Sorting,2,44,0,0,0.5170278637770898,1,1
1,264,DBMS,SQL Basics,1,80,0,1,0.5154320987654321,1,1
1,264,DBMS,SQL Basics,2,67,1,1,0.5169230769230769,4,0
1,265,Data Structures,Stack,1,48,1,0,0.5184049079754601,5,0
1,265,Data Structures,Stack,2,43,1,1,0.5198776758409785,5,0
1,266,DBMS,Database Models,1,60,0,1,0.5182926829268293,1,1
1,266,DBMS,Database Models,2,88,1,0,0.5197568389057751,5,0
1,267,DBMS,Keys,1,41,0,0,0.5181818181818182,2,1
1,268,DBMS,Stored Procedures,1,117,1,1,0.5196374622356495,4,0
1,269,DBMS,Keys,1,84,1,0,0.5210843373493976,5,0
1,269,DBMS,Keys,2,102,0,1,0.5195195195195195,1,1
1,270,Data Structures,Algorithm,1,78,1,0,0.5209580838323353,5,0
1,270,Data Structures,Algorithm,2,44,1,1,0.5223880597014925,5,0
1,270,Data Structures,Algorithm,3,32,0,1,0.5208333333333334,1,1
1,271,Data Structures,Heap,1,72,1,1,0.5222551928783383,4,0
1,272,Data Structures,Searching,1,75,1,0,0.5236686390532544,5,0
1,272,Data Structures,Searching,2,94,1,1,0.5250737463126843,4,0
1,272,Data Structures,Searching,3,101,0,0,0.5235294117647059,1,1
1,273,Data Structures,Tree,1,92,0,0,0.5219941348973607,1,1
1,273,Data Structures,Tree,2,79,0,1,0.52046783625731,1,1
1,273,Data Structures,Tree,3,77,0,1,0.5189504373177842,1,1
1,274,Data Structures,Graph,1,99,1,0,0.5203488372093024,5,0
1,274,Data Structures,Graph,2,68,0,0,0.518840579710145,1,1
1,275,Data Structures,Array,1,50,0,1,0.5173410404624278,1,1
1,276,Data Structures,Linked List,1,81,0,1,0.515850144092219,1,1
1,276,Data Structures,Linked List,2,103,0,1,0.514367816091954,1,1
1,277,Data Structures,Array,1,97,0,1,0.5128939828080229,1,1
1,277,Data Structures,Array,2,94,0,1,0.5114285714285715,1,1
1,278,Data Structures,Searching,1,92,0,0,0.50997150997151,1,1
1,279,DBMS,SQL Constraints,1,57,0,0,0.5085227272727273,2,1
1,280,Data Structures,Array,1,67,1,1,0.509915014164306,4,0
1,280,Data Structures,Array,2,67,1,1,0.5112994350282486,4,0
1,281,Data Structures,Queue,1,35,1,1,0.5126760563380282,5,0
1,282,DBMS,Database Models,1,31,1,1,0.5140449438202247,5,0
1,282,DBMS,Database Models,2,44,1,0,0.5154061624649859,5,0
1,283,DBMS,Joins,1,51,0,1,0.5139664804469274,1,1
1,283,DBMS,Joins,2,117,0,0,0.5125348189415042,1,1
1,284,Data Structures,Hashing,1,55,0,0,0.5111111111111111,2,1
1,285,DBMS,SQL Constraints,1,41,0,0,0.5096952908587258,2,1
1,285,DBMS,SQL Constraints,2,108,1,0,0.511049723756906,5,0
1,285,DBMS,SQL Constraints,3,32,0,0,0.509641873278237,1,1
1,286,DBMS,Normalization,1,88,0,1,0.5082417582417582,1,1
1,286,DBMS,Normalization,2,48,1,1,0.5095890410958904,5,0
1,286,DBMS,Normalization,3,66,0,1,0.5081967213114754,1,1
1,287,Data Structures,Sorting,1,97,1,0,0.5095367847411444,5,0
1,287,Data Structures,Sorting,2,106,1,1,0.5108695652173914,4,0
1,288,Data Structures,Stack,1,51,0,1,0.5094850948509485,1,1
1,288,Data Structures,Stack,2,115,1,0,0.5108108108108108,5,0
1,289,DBMS,Keys,1,80,0,1,0.5094339622641509,1,1
1,289,DBMS,Keys,2,64,0,1,0.5080645161290323,1,1
1,290,Data Structures,Array,1,87,0,0,0.5067024128686327,1,1
1,290,Data Structures,Array,2,48,0,0,0.5053475935828877,1,1
1,291,DBMS,SQL Functions,1,79,0,1,0.504,1,1
1,292,Data Structures,Array,1,107,0,0,0.5026595744680851,1,1
1,293,Data Structures,Linked List,1,68,1,1,0.5039787798408488,4,0
1,293,Data Structures,Linked List,2,31,1,0,0.5052910052910053,5,0
1,293,Data Structures,Linked List,3,104,1,0,0.5065963060686016,4,1
1,294,Data Structures,Graph,1,98,1,0,0.5078947368421053,5,0
1,295,Data Structures,Searching,1,82,0,1,0.5065616797900262,1,1
1,295,Data Structures,Searching,2,83,1,0,0.5078534031413613,5,0
1,295,Data Structures,Searching,3,112,1,1,0.5091383812010444,3,1
1,296,DBMS,Keys,1,101,0,1,0.5078125,1,1
1,296,DBMS,Keys,2,64,1,0,0.509090909090909,5,0
1,297,DBMS,Views,1,58,1,0,0.5103626943005182,5,0
1,297,DBMS,Views,2,59,0,0,0.5090439276485789,1,1
1,298,Data Structures,Array,1,87,1,1,0.5103092783505154,4,0
1,298,Data Structures,Array,2,44,0,1,0.5089974293059126,1,1
1,299,Data Structures,Graph,1,83,1,1,0.5102564102564102,4,0
1,299,Data Structures,Graph,2,68,1,0,0.5115089514066496,5,0
1,300,Data Structures,Heap,1,53,1,0,0.5127551020408163,5,0
1,301,Data Structures,Linked List,1,38,0,0,0.5114503816793893,2,1
1,302,Data Structures,Searching,1,45,0,1,0.5101522842639594,1,1
1,302,Data Structures,Searching,2,53,0,0,0.5088607594936709,1,1
1,302,Data Structures,Searching,3,41,1,0,0.51010101010101,5,1
1,303,Data Structures,Searching,1,105,1,0,0.5113350125944585,5,0
1,303,Data Structures,Searching,2,92,1,1,0.5125628140703518,4,0
